BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1260113;478;8300/1260113/478;Wohngebäude+Relaisräume Bahnhof 2 - Hochfilzen;Wohngebäude;AT;6395;Hochfilzen;Bahnhof 2;;IMM Tirol/Vorarlberg (Innsbruck);Brugger Oswald
8300;1163001;479;8300/1163001/479;Bürogebäude PR - Wörgl;Büro/Verwaltungsgebäude;AT;6300;Wörgl;Ferdinand-Raimund-Straße 15;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1157601;480;8300/1157601/480;Pumpenhaus - Saalfelden;aufgelassene Betriebsgebäude;AT;5760;Saalfelden;Dorfheimerstraße 1;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1184301;482;8300/1184301/482;Bahnmeistergebäude - Leibnitz;Betriebsgebäude;AT;8430;Leibnitz;Bahnhofgürtel 3;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1276712;483;8300/1276712/483;Wohngebäude ehem Streckenleitung - Hartberg;Wohngebäude;AT;8230;Hartberg;Bahnhofstraße 39;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Nessl Barbara
8300;1187701;486;8300/1187701/486;Bahnmeistergebäude - St. Michael;Betriebsgebäude;AT;8770;St. Michael;Sackstraße 2;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1187001;487;8300/1187001/487;Güterkasse - Leoben Hbf;Cargo-Terminal;AT;8700;Leoben;Bahnhofplatz 2;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1198221;488;8300/1198221/488;Bahnmeistergebäude - Mallnitz;Betriebsgebäude;AT;9822;Mallnitz;Stappitz 64;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;489;8300/1195001/489;Lagerhalle ST RL Süd - Villach Wbf;Magazingebäude;AT;9500;Villach;Heizhausstraße 25;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;490;8300/1195001/490;Freilademeister - Villach Hbf;Betriebsgebäude;AT;9500;Villach;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1260122;494;8300/1260122/494;Bahnmeistergebäude - Hall/Tirol;Betriebsgebäude;AT;6060;Hall i. Tirol;Augasse 8;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1190201;496;8300/1190201/496;Verwaltungsgebäude KBL - Klagenfurt;Büro/Verwaltungsgebäude;AT;9020;Klagenfurt;Gerberweg 1;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1171111;497;8300/1171111/497;Aufnahmegebäude - Parndorf;Aufnahmegebäude;AT;7111;Parndorf;Am Bahnhof 1;Parndorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1220551;499;8300/1220551/499;Aufnahmegebäude - Gloggnitz;Aufnahmegebäude;AT;2640;Gloggnitz;Bahnhof 1;Gloggnitz;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1230231;500;8300/1230231/500;Aufnahmegebäude - Altenmarkt/Pongau;Aufnahmegebäude;AT;5541;Altenmarkt/Pongau;Untere Marktstraße 41;Altenmarkt im Pongau;IMM Salzburg (Salzburg);Hess Rudolf
8300;1260121;503;8300/1260121/503;Haltestellengebäude - Rattenberg;Haltestellengebäude;AT;6240;Rattenberg;Bienerstraße 88;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260173;506;8300/1260173/506;Bahnmeister+FM - Klaus;Betriebsgebäude;AT;6833;Klaus;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1143601;507;8300/1143601/507;Aufnahmegebäude - Grein Stadt;Aufnahmegebäude;AT;4360;Grein;Franz-Herndl-Weg 2;Grein-Bad Kreuzen;IMM Oberösterreich (Linz);Gross Markus
8300;1122311;508;8300/1122311/508;ehem. Blockgebäude - Strasshof Silberwald;aufgelassene Betriebsgebäude;AT;2231;Strasshof;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1133801;509;8300/1133801/509;Aufnahmegebäude+Zugbegleiterunterkunft - Pöchlarn;Aufnahmegebäude;AT;3380;Pöchlarn;Bahnhofplatz 1;Pöchlarn;IMM NÖ-West (St. Pölten);Moser Johann
8300;1186801;510;8300/1186801/510;Aufnahmegebäude - Mürzzuschlag;Aufnahmegebäude;AT;8680;Mürzzuschlag;Kaplanplatz 3-5;Mürzzuschlag;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schneller Thomas
8300;1240132;511;8300/1240132/511;Aufnahmegebäude - Schwanenstadt;Aufnahmegebäude;AT;4690;Schwanenstadt;Bahnhofstraße 13;Schwanenstadt;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1210713;514;8300/1210713/514;Haltestellengebäude - Kreisbach;Haltestellengebäude;AT;3150;Wilhelmsburg;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1210941;515;8300/1210941/515;Haltestellengebäude - Absberg;Haltestellengebäude;AT;3462;Absberg;Wiener Straße L14;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1240522;520;8300/1240522/520;Aufnahmegebäude - Wernstein;Aufnahmegebäude;AT;4783;Wernstein;Wernstein 70;Wernstein;IMM Oberösterreich (Linz);Niederer Bruno
8300;1186001;522;8300/1186001/522;Aufnahmegebäude - Bruck/Mur;Aufnahmegebäude;AT;8600;Bruck/Mur;Bahnhofstraße 22;Bruck a.d.Mur;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1187002;523;8300/1187002/523;Aufnahmegebäude - Leoben Göss;Aufnahmegebäude;AT;8700;Leoben Göss;Ferdinand Hanuschstraße 4;Leoben Göss;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1230621;527;8300/1230621/527;Haltestellengebäude - Obersee;Haltestellengebäude;AT;4822;Bad Goisern;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1215512;540;8300/1215512/540;Aufnahmegebäude - Scheibbs;Aufnahmegebäude;AT;3270;Scheibbs;Bahnhofplatz 1;Scheibbs;IMM NÖ-West (St. Pölten);Moser Johann
8300;1215512;542;8300/1215512/542;Aufnahmegebäude - Purgstall;Aufnahmegebäude;AT;3251;Purgstall;Bahnhofstraße 3;Purgstall;IMM NÖ-West (St. Pölten);Moser Johann
8300;1131301;550;8300/1131301/550;Aufnahmegebäude - Herzogenburg Stadt;Aufnahmegebäude;AT;3130;Herzogenburg;Dr. Rennergasse 16;Herzogenburg;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1121001;551;8300/1121001/551;Aufnahmegebäude - Korneuburg;Aufnahmegebäude;AT;2100;Korneuburg;Bahnhofplatz 1;Korneuburg;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1112101;555;8300/1112101/555;Aufnahmegebäude - Wien Floridsdorf;Aufnahmegebäude;AT;1210;Wien;;Floridsdorf;IMM Wien (Wien);
8300;1220551;556;8300/1220551/556;AG nur mehr Wohngebäude - Klamm/Schottwien;aufgelassene Betriebsgebäude;AT;2641;Klamm/Schottwien;Bahnhofweg 10;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1220551;557;8300/1220551/557;Aufnahmegebäude - Eichberg;Aufnahmegebäude;AT;2640;Eichberg;Eichberg 33;Eichberg;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1230624;558;8300/1230624/558;Haltestellengebäude - Pinsdorf;Haltestellengebäude;AT;4812;Pinsdorf;Vöcklabruckerstraße 26;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230711;559;8300/1230711/559;Aufnahmgebäude - Pram Haag;aufgelassene Betriebsgebäude;AT;4742;Pram Haag;Pram , Steinbruck 8;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1230641;560;8300/1230641/560;Haltestellengebäude+WH117 - Aurolzmünster;Haltestellengebäude;AT;4971;Aurolzmünster;Schlossstraße 13;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1148001;561;8300/1148001/561;Aufnahmegebäude - Attnang/Puchheim;Aufnahmegebäude;AT;4800;Attnang/Puchheim;Bahnhofstraße 18;Attnang-Puchheim;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230623;563;8300/1230623/563;Aufnahmegebäude - Traunkirchen;Aufnahmegebäude;AT;4801;Traunkirchen;Mitterndorf 16;Traunkirchen;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1148021;564;8300/1148021/564;Aufnahmegebäude - Ebensee;Aufnahmegebäude;AT;4802;Ebensee;Eisenbahnergasse 2;Ebensee;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230641;566;8300/1230641/566;HST nur mehr Wohngebäude - Hart i.Innk;Haltestellengebäude;AT;4974;Reichersberg;Hart 31;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1149101;567;8300/1149101/567;Aufnahmegebäude - Ried/Innkreis;Aufnahmegebäude;AT;4910;Ried/Innkreis;Bahnhofstraße 69;Ried im Innkreis;IMM Oberösterreich (Linz);Niederer Bruno
8300;1240152;570;8300/1240152/570;Aufnahmegebäude - Golling/Abtenau;Aufnahmegebäude;AT;5440;Golling;Golling 93;Golling-Abtenau;IMM Salzburg (Salzburg);Hess Rudolf
8300;1142401;572;8300/1142401/572;Aufnahmegebäude - Freistadt;Aufnahmegebäude;AT;4240;Freistadt;Trölsberg 26;Freistadt;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1236111;578;8300/1236111/578;Aufnahmegebäude - Friedburg/Lengau;Aufnahmegebäude;AT;5211;Lengau;Bahnhofstraße 23;Friedburg;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230611;582;8300/1230611/582;Aufnahmegebäude Heilbrunn - Bad Mitterndorf;Aufnahmegebäude;AT;8983;Bad Mitterndorf;Nr. 66;Bad Mitterndorf;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230621;583;8300/1230621/583;Haltestellengebäude - Hallstatt;Haltestellengebäude;AT;4830;Hallstatt;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230611;584;8300/1230611/584;Aufnahmegebäude - Bad Mitterndorf;Aufnahmegebäude;AT;8983;Bad Mitterndorf;Thörl 23;Bad Mitterndorf;IMM Salzburg (Salzburg);Hess Rudolf
8300;1167001;585;8300/1167001/585;Aufnahmegebäude - Braz;Aufnahmegebäude;AT;6751;Braz;Bahnhofstraße 8;Braz;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;586;8300/1250161/586;Aufnahmegebäude - Wald/Arlberg;Aufnahmegebäude;AT;6752;Wald/Arlberg;Wald am Arlberg 129;Wald am Arlberg;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1167001;590;8300/1167001/590;Aufnahmegebäude - Bludenz;Aufnahmegebäude;AT;6700;Bludenz;Bahnhofplatz 3;Bludenz;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260122;594;8300/1260122/594;Aufnahmegebäude - Fritzens Wattens;Aufnahmegebäude;AT;6122;Fritzens Wattens;Bahnhofplatz 1;Fritzens-Wattens;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260122;595;8300/1260122/595;Aufnahmegebäude - Hall/Tirol;Aufnahmegebäude;AT;6060;Hall/Tirol;Bahnhofstraße 14;Hall in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1163001;596;8300/1163001/596;Aufnahmegebäude - Wörgl;Aufnahmegebäude;AT;6300;Wörgl;Bahnhofplatz 2;Wörgl Hbf;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1183501;599;8300/1183501/599;Aufnahmegebäude - Fehring;Aufnahmegebäude;AT;8350;Fehring;Brunn 38;Fehring;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1280672;603;8300/1280672/603;Haltestellengebäude Gl2 - Paternion Feistritz;Haltestellengebäude;AT;9710;Paternion Feistritz;;Paternion-Feistritz Haltestelle;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1198221;604;8300/1198221/604;Aufnahmegebäude+Restaurant - Mallnitz;Aufnahmegebäude;AT;9822;Mallnitz;Stappitz 46+45;Mallnitz-Obervellach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281341;605;8300/1281341/605;Aufnahmegebäude - Velden;Aufnahmegebäude;AT;9220;Velden am Wörthersee;Bahnhofplatz 1;Velden am Wörthersee;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;606;8300/1195001/606;Aufnahmegebäude - Villach Hbf;Aufnahmegebäude;AT;9500;Villach;Bahnhofplatz 1;Villach Hbf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1133401;607;8300/1133401/607;Haltestellengebäude - Waidhofen/Y Stadt;Haltestellengebäude;AT;3340;Waidhofen/Ybbs;Höhenstrasse 61;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1210211;608;8300/1210211/608;Aufnahmegebäude - Hilm/Kematen;Aufnahmegebäude;AT;3331;Allhartsberg;Allhartsbergerstraße 1;Hilm-Kematen;IMM NÖ-West (St. Pölten);Moser Johann
8300;1210212;609;8300/1210212/609;Technikgebäude - Oberland;Technikgebäude;AT;3334;Oberland;Nr. 22;Oberland Haltestelle;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1216711;614;8300/1216711/614;Aufnahmegebäude - Pitten;Aufnahmegebäude;AT;2823;Pitten;Bahnstraße 77;Pitten;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1210811;615;8300/1210811/615;Aufnahmegebäude - Loipersbach/Sch;Aufnahmegebäude;AT;7022;Loipersbach/Schattendorf;Bahnstraße 100;Loipersbach-Schattendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1220631;616;8300/1220631/616;AG nur mehr Wohngebäude - Pottendorf;aufgelassene Betriebsgebäude;AT;2486;Pottendorf;Bahnstraße 12;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1124901;617;8300/1124901/617;Aufnahmegebäude - Ebenfurth;Aufnahmegebäude;AT;2490;Ebenfurth;Bahnhofstraße 4;Ebenfurth;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1137511;618;8300/1137511/618;Haltestellengebäude - Klein Meiselsdorf;Haltestellengebäude;AT;3744;Klein Meiseldorf;;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1211011;619;8300/1211011/619;Aufnahmegebäude - Traismauer;Aufnahmegebäude;AT;3133;Traismauer;Bahnhofstraße 11;Traismauer;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1219132;620;8300/1219132/620;Aufnahmegebäude Fbf - Hainburg;Aufnahmegebäude;AT;2410;Hainburg;Güterbahnhof 334;Hainburg a.d.Donau Kulturfabrik;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1216212;622;8300/1216212/622;Aufnahmegebäude - Pernitz;Aufnahmegebäude;AT;2763;Pernitz;Bahnstraße 5;Pernitz-Muggendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1125441;623;8300/1125441/623;Aufnahmegebäude - Leobersdorf;Aufnahmegebäude;AT;2544;Leobersdorf;Bahnhofplatz 3;Leobersdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1111001;624;8300/1111001/624;Haltestellengebäude Schnellbahn - Wien Südtirolerplatz;Haltestellengebäude;AT;1100;Wien;;;IMM Wien (Wien);
8300;1220551;630;8300/1220551/630;Aufnahmegebäude - Ternitz;Aufnahmegebäude;AT;2630;Ternitz;Franz Dinhoblstraße 5;Ternitz;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1148021;632;8300/1148021/632;Aufnahmegebäude - Langwies;Aufnahmegebäude;AT;4802;Langwies;Lahnsteinstraße 13;Langwies;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230621;633;8300/1230621/633;Aufnahmegebäude Jodschwefelbad - Bad Goisern;Aufnahmegebäude;AT;4822;Bad Goisern;Bundesstraße 36;Bad Goisern;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230641;634;8300/1230641/634;Aufnahmegebäude - Antiesenhofen;Aufnahmegebäude;AT;4980;Antiesenhofen;Rieder Straße 13;Antiesenhofen;IMM Oberösterreich (Linz);Niederer Bruno
8300;1240152;636;8300/1240152/636;Aufnahmegebäude - Werfen;Aufnahmegebäude;AT;5450;Werfen;Schlaming 24;Werfen;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240411;641;8300/1240411/641;Aufnahmegebäude - Traun;Aufnahmegebäude;AT;4050;Traun;Bahnhofstraße 62;Traun;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1230211;644;8300/1230211/644;Aufnahmegebäude - Landl;Aufnahmegebäude;AT;8921;Lainbach;Mooslandl 5;Landl;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1230611;645;8300/1230611/645;Aufnahmegebäude - Kainisch;Aufnahmegebäude;AT;8984;Kainisch;Kainisch 42;Kainisch;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230431;647;8300/1230431/647;Aufnahmegebäude - Klaus;Aufnahmegebäude;AT;4564;Klaus;Klaus 77;Klaus;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1230322;648;8300/1230322/648;Aufnahmegebäude - Losenstein;Aufnahmegebäude;AT;4460;Losenstein;Bahnhofstraße 2;Losenstein;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1147201;653;8300/1147201/653;Aufnahmegebäude - Neumarkt/Kallham;Aufnahmegebäude;AT;4720;Neumarkt/Kallham;Bahnhofstraße 9;Neumarkt-Kallham;IMM Oberösterreich (Linz);Niederer Bruno
8300;1250411;655;8300/1250411/655;AG nur mehr Wohngebäude - Hard Fussach;aufgelassene Betriebsgebäude;AT;6973;Hard Fussach;Bahnhofstraße 24;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260121;658;8300/1260121/658;Haltestellengebäude - Münster Wiesing;Haltestellengebäude;AT;6232;Münster Wiesing;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1162001;659;8300/1162001/659;Aufnahmegebäude - Jenbach;Aufnahmegebäude;AT;6200;Jenbach;Bahnhofstraße 4;Jenbach;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260115;660;8300/1260115/660;Aufnahmegebäude - Hopfgarten;Aufnahmegebäude;AT;6361;Hopfgarten;Bahnhofstraße 25;Hopfgarten;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260112;661;8300/1260112/661;Aufnahmegebäude - Leogang;Aufnahmegebäude;AT;5771;Leogang;Sonnberg 44;Leogang;IMM Salzburg (Salzburg);Hess Rudolf
8300;1280521;662;8300/1280521/662;Aufnahmegebäude - Peggau;Aufnahmegebäude;AT;8120;Peggau;Brucker Straße 3;Peggau-Deutschfeistritz;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1280511;664;8300/1280511/664;Aufnahmegebäude - Kindberg;Aufnahmegebäude;AT;8650;Kindberg;Bahnhofstraße 24;Kindberg;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1281341;665;8300/1281341/665;Haltestellengebäude - Pritschitz;Haltestellengebäude;AT;9210;Pritschitz;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1194001;666;8300/1194001/666;Aufnahmegebäude - Wolfsberg;Aufnahmegebäude;AT;9400;Wolfsberg;Bahnhofplatz 2;Wolfsberg;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1280411;667;8300/1280411/667;Aufnahmegebäude - Wald/Schoberpaß;Aufnahmegebäude;AT;8781;Wald am Schoberpaß;Wald/Schoberpaß 91;Wald am Schoberpaß;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1198001;669;8300/1198001/669;Aufnahmegebäude - Möllbrücke;Aufnahmegebäude;AT;9813;Möllbrücke;Drautalstraße 23;Möllbrücke-Sachsenburg;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270711;670;8300/1270711/670;Aufnahmegebäude - Abfaltersbach;Aufnahmegebäude;AT;9913;Abfaltersbach;Abfaltersbach 71;Abfaltersbach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1210211;671;8300/1210211/671;Aufnahmegebäude - Rosenau;Aufnahmegebäude;AT;3332;Rosenau;Waidhofnerstraße 10/1;Rosenau;IMM NÖ-West (St. Pölten);Moser Johann
8300;1217011;673;8300/1217011/673;Aufnahmegebäude - Deutschkreuz;Aufnahmegebäude;AT;7301;Deutschkreuz;;Deutschkreutz;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1139501;675;8300/1139501/675;Aufnahmegebäude - Gmünd;Aufnahmegebäude;AT;3950;Gmünd;Bahnhofplatz 7;Gmünd N.Ö.;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1131601;679;8300/1131601/679;Aufnahmegebäude - Traisen;Aufnahmegebäude;AT;3160;Traisen;Bahnhof 1;Traisen;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1210713;680;8300/1210713/680;Haltestellengebäude - St. Georgen/Steinfelde;Haltestellengebäude;AT;3106;St.Georgen/Steinfeld;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1220641;681;8300/1220641/681;Aufnahmegebäude - Obereggendorf;Aufnahmegebäude;AT;2492;Obereggendorf;Bahnhofplatz 6;Obereggendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1210811;682;8300/1210811/682;Aufnahmegebäude - Neudörfl;Aufnahmegebäude;AT;7201;Neudörfl;Sauerbrunnerstr. 1;Neudörfl;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1210941;684;8300/1210941/684;Haltestellengebäude - Grafenberg;Haltestellengebäude;AT;3730;Grafenberg;;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1210941;685;8300/1210941/685;Aufnahmegebäude - Glaubendorf;Haltestellengebäude;AT;3704;Glaubendorf;Bahnhofstraße 18;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1211021;686;8300/1211021/686;Aufnahmegebäude - Viehhofen;Aufnahmegebäude;AT;3107;Viehhofen;Sassmannstraße 1;Viehofen;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1220131;688;8300/1220131/688;Haltestellengebäude - Ollersbach;Haltestellengebäude;AT;3061;Ollersbach;Bahnstraße 14;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1112001;689;8300/1112001/689;Aufnahmegebäude Traisengasse - Wien;Aufnahmegebäude;AT;1200;Wien;;Wien Traisengasse;IMM Wien (Wien);
8300;1111001;690;8300/1111001/690;Aufnahmegebäude - Wien Matzleinsdorf;Aufnahmegebäude;AT;1100;Wien;Triesterstraße 2;Wien Matzleinsdorf (in Wbf);IMM Wien (Wien);
8300;1149101;692;8300/1149101/692;Haltestellengebäude - Bad Ried;Haltestellengebäude;AT;4910;Ried/Innkreis;Volksfeststraße 18;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1230631;694;8300/1230631/694;Aufnahmegebäude - Ottnang Wolfsegg;Aufnahmegebäude;AT;4901;Ottnang am Hausruck;Bahnhofstraße 1;Ottnang-Wolfsegg;IMM Oberösterreich (Linz);Niederer Bruno
8300;1155001;695;8300/1155001/695;Aufnahmegebäude - Pöham;Aufnahmegebäude;AT;5500;Pöham;Pöham 63;Pöham;IMM Salzburg (Salzburg);Hess Rudolf
8300;1232111;696;8300/1232111/696;Aufnahmegebäude - Pregarten;Aufnahmegebäude;AT;4230;Pregarten;Bahnhofstraße 22;Pregarten;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1232111;697;8300/1232111/697;Aufnahmegebäude - Kefermarkt;Aufnahmegebäude;AT;4292;Kefermarkt;Am Bahnhof 11;Kefermarkt;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1140202;698;8300/1140202/698;Aufnahmegebäude - Urfahr;Aufnahmegebäude;AT;4040;Linz;Kaarstraße 18;Linz Urfahr;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1232111;699;8300/1232111/699;Aufnahmegebäude - Steyregg;Aufnahmegebäude;AT;4221;Steyregg;Bahnhofstraße 11;Steyregg;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1240521;701;8300/1240521/701;Aufnahmegebäude - Taufkirchen adPram;Aufnahmegebäude;AT;4775;Taufkirchen/Pram;Taufkirchen, Pram 10;Taufkirchen a d Pram;IMM Oberösterreich (Linz);Niederer Bruno
8300;1240521;702;8300/1240521/702;Aufnahmegebäude - Andorf;Aufnahmegebäude;AT;4770;Andorf;Bahnhofstraße 1;Andorf;IMM Oberösterreich (Linz);Niederer Bruno
8300;1250161;708;8300/1250161/708;Aufnahmegebäude - Dalaas;Aufnahmegebäude;AT;6752;Dalaas;Dalaas 232;Dalaas;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1157601;709;8300/1157601/709;Aufnahmegebäude - Saalfelden;Aufnahmegebäude;AT;5760;Saalfelden;Bahnhofstraße 71;Saalfelden;IMM Salzburg (Salzburg);Hess Rudolf
8300;1190201;710;8300/1190201/710;Aufnahmegebäude - Klagenfurt;Aufnahmegebäude;AT;9020;Klagenfurt;;Klagenfurt Hbf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1194701;713;8300/1194701/713;Haltestellengebäude - St. Paul Bad;Haltestellengebäude;AT;9470;St. Paul Bad;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271011;714;8300/1271011/714;Haltestellengebäude - Granitztal;Haltestellengebäude;AT;9113;Granitztal;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271011;716;8300/1271011/716;Haltestellengebäude - Aich;Haltestellengebäude;AT;9150;Aich b. Bleiburg;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1191501;717;8300/1191501/717;Haltestellengebäude - Bleiburg Stadt;Haltestellengebäude;AT;9150;Bleiburg;Bründlweg 4;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1191501;718;8300/1191501/718;Aufnahmegebäude - Bleiburg;Aufnahmegebäude;AT;9150;Bleiburg;Ebersdorf 17;Bleiburg;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271021;719;8300/1271021/719;Aufnahmegebäude - Mittlern;Aufnahmegebäude;AT;9125;Mittlern;Bahnstraße 11;Mittlern;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271021;720;8300/1271021/720;Aufnahmegebäude - Völkermarkt;Aufnahmegebäude;AT;9125;Kühnsdorf;Mitte 30;Völkermarkt-Kühnsdorf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281322;721;8300/1281322/721;Aufnahmegebäude - Hirt;Aufnahmegebäude;AT;9322;Hirt;Hirt 6;Hirt Lst (Awanst);IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281322;722;8300/1281322/722;Aufnahmegebäude - Treibach/Althofen;Aufnahmegebäude;AT;9330;Treibach Althofen;Bahnhofstraße 1;Treibach-Althofen;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1190201;725;8300/1190201/725;Haltestellengebäude - Klagenfurt Lend;Haltestellengebäude;AT;9020;Klagenfurt Lend;Egger-Lienz Weg 8;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
